"attacker_width","hills + 1 (120)","forest/jungle + 1 (126)","plains/desert + 1 (135)","marsh + 1 (104)","urban + 1 (128)","mountain + 1 (100)","hills/urban + 2 (160)","forest/jungle + 2 (168)","plains/desert + 2 (180)","marsh + 2 (130)","mountain + 2 (125)"
12,637.7354839999298,738.0059079999896,726.56260640003,588.1588751538586,748.6645964374602,560.361375840012,894.9215598500143,956.6041522857116,976.5799020000117,761.2222525846378,732.5033546560259
13,558.6827302499897,752.3281142856978,719.3227410000015,610.3228935384342,765.9593212108541,595.1374021799977,868.2756759094183,930.0349824821543,954.4884443000408,772.528945230865,752.4928806600283
14,586.5279889500067,785.2915988571341,718.4119600000201,540.1727760000363,667.15714765625,509.0815142799909,857.9304172499669,919.8866862856956,945.6714228000221,685.2016878460632,780.5575629840265
15,611.2975800000277,708.5821125000654,765.0746949999864,604.9688080047523,722.7095438085815,583.8547347500019,888.7908564843348,838.2527008928421,939.5172749999812,734.1477525000041,702.8444172000184
16,560.0952735999808,769.4000868571247,690.677003199986,546.9254490769763,777.3794065936836,514.613933679993,931.2774507499946,853.8170780000626,861.9670619999918,649.8489784616144,759.5956457600765
17,498.3939932000002,698.2853897142985,762.4580685000124,473.69517368748234,718.2208887813212,603.2987210700636,857.4687667811864,912.6028126785252,878.6960468250006,729.0369368538302,694.9874533199946
18,552.9485543000033,773.7008748570845,703.4730119999879,582.4976282308348,640.9149082813078,555.3659556000138,921.8331257625011,836.3054717856403,935.7553359999545,657.4971589384193,765.9917680800069
19,511.1638113749396,725.9913816785499,630.5109466000698,532.5519704711564,739.7583004686742,497.85174662999447,853.341708834412,918.5912949910617,864.5047434998676,751.0510244615845,718.7473068479314
20,618.522,666.791642857119,738.8485200000509,474.6111023076837,681.7350437499964,604.3085099999854,933.64404375,848.8687649999849,951.4722,698.1677538461082,658.7396339999646
21,575.3613968249231,761.1746262856662,684.5955371999017,599.6401013221367,615.7073283281424,570.6149740500016,878.8038164248707,943.792734571434,888.2327261250352,637.532135007671,751.8761511959557
22,527.0146310999584,722.2065758570737,622.8532308000252,567.4250674038439,736.8370281562507,532.5034622000276,816.3298833500745,888.8398917143144,813.8974220999381,751.8268467230838,717.3533507760269
23,468.15113790002636,676.2685080000423,749.4780178999711,526.7682440144407,696.2599953516115,487.937291850028,919.9101929624984,827.4738444287009,938.1600131999724,710.4945934614485,671.0251157039789
24,627.8264999999766,629.3464268570995,710.291452400051,483.3294738461569,645.8443815937063,439.68978680003204,878.757612849879,941.3378314285658,884.7997248000335,667.6327761230308,617.5063083839844
25,598.324398125043,570.1520721428457,664.6511500000496,432.92566326924714,591.5697915234355,589.3971800000231,828.136993359375,900.4312735267237,818.4004475000385,612.9616061538508,746.2167399999992
26,562.6654589999816,711.2603971427933,611.574806600024,580.8345113846843,725.8830694531381,555.3339899999223,770.7937857748536,847.3323174642924,955.4286062999904,742.2357107691862,709.2743099999423
27,523.9095098750183,683.1776250000584,749.7529800000381,562.7989605576503,696.309165195256,531.2542675199661,900.7204129874758,796.0557007588601,915.0396003249504,714.1207542691915,673.3764312000942
28,478.25893200000024,648.0308771429245,725.3168859999943,538.4833458461106,664.5870023436984,501.84997264002783,863.5699278000843,925.9975268571455,869.2967104000631,684.2367267692614,638.2797403999548
29,427.78915406249405,607.9265908928464,694.6155219999679,509.1376931153089,630.5343275586106,470.41044396000586,822.005527087541,896.9297039464765,808.4822366499557,649.1056202114418,597.6393303600387
30,554.3940399999994,502.27210714284917,588.7870099999953,423.32528692309626,522.0704125,385.3461360000045,695.9844899999943,764.4478403571435,857.1180300000003,541.7702361538636,493.93797900002954
31,530.9914714500178,664.1271900000123,549.1346430000206,389.36408932689096,474.2030190624999,476.75532600001253,646.467753056247,720.5432941071123,826.9229654999749,497.73780909614516,673.7695409999927
32,508.85852399994803,668.4547108571682,504.76895400000063,471.51177046152,678.1882848124129,497.79752399994686,832.6502582498842,678.7007940000036,785.9416104000942,663.7987483078031,662.4956457920146
33,480.9316999499589,645.6235445714823,660.6633290000178,493.1774453076858,657.2962244217957,521.10183899999,803.7224414373883,623.0437203214306,747.3373579499895,669.2053137307435,640.2902022039916
34,451.8788992000019,619.5862604285646,681.2145485999984,518.4133952307554,635.6749345311548,520.463027159993,774.6673805625866,829.9271096428673,703.4234904000024,646.9881661846213,614.7727735599882
35,422.5254862500337,592.24565428567,659.9346274999941,526.7672898317278,607.3584875781293,504.5697097499723,737.6214298437543,804.7740073659634,657.1562962500096,623.6155753846507,585.8274542000183
36,385.87890359999705,559.3957662857047,633.8445035999595,509.333140153831,581.208088656262,483.17237567997006,701.912277500006,770.3093635714033,862.7157300000151,596.8188399692636,552.5279714560032
37,493.3362509999879,526.7445870714273,609.5288480000204,492.8490505673289,544.6766955468962,463.41123844499543,662.2038014531269,739.0687151786124,840.3427056249354,567.889645253857,515.8689592560401
38,516.9420780000105,489.777688571396,578.5964395999969,473.523191999988,509.5479210312696,442.09176647998373,622.1504263750116,705.8836025000625,811.6438054999686,530.6685137076624,477.8609326079835
39,535.5319859999408,619.6264285714209,545.4462499999928,452.7388854375216,474.0746636093643,417.4534647900308,578.0108968749993,665.334228482167,786.1786846250201,495.8124758307648,628.8035999999421
40,558.0172200000329,647.2629428571669,513.8218299999712,429.70304307693436,626.918456718732,389.68072799997844,833.6787925000251,626.4404499999528,751.7054800000085,608.1308676922831,655.6958099999932
41,542.9383067250258,671.2183714285561,482.2792885000147,404.7408741635006,653.0201531249107,406.8143999999639,810.9442775624975,817.2118071428342,715.4854589999971,636.2450999999327,683.7209699999709
42,530.2272625500331,700.1956200000044,616.4475900000069,378.64607192310837,678.613239375012,423.3648699999905,790.0688836999725,847.2480834285684,676.4118834999548,661.4853507692466,692.6076299999692
43,511.7314406624767,681.6497528571532,643.146819999994,406.825180769257,691.7485664062164,440.35193000002494,766.2596753375021,827.2467058214551,636.4061682500009,687.2846169230166,676.9711799999909
44,491.04541739998757,662.3118685714397,668.5372799999285,423.3783138461426,673.6638421875336,456.1537500000341,743.3580279500134,805.346951571384,848.6002560000304,683.6615630768866,655.945410000002
45,478.1561981249502,613.9448260714239,675.4905950000554,420.57666923081865,628.0272758789063,450.5854200000354,696.0713765625379,765.9286960714061,858.265139999957,640.6662129808647,606.7479000000895
46,457.56564614993624,595.6825337142777,661.8167838000268,436.49727461534616,609.3926743593763,464.5547999999962,668.3397127499951,739.0306208571197,841.0420710000554,626.1545722153699,586.9105757039528
47,432.61281918753775,577.7246556428406,645.0385924000437,449.41960153854535,594.4790803359122,479.39934000002967,636.7720844250173,717.3695002500134,819.5958048000489,608.871476607703,568.6787742239804
48,411.5022767999917,555.754561714239,631.4467560000292,467.82343846153805,571.3465068749953,496.12695000001906,606.2708224499613,686.263872000012,798.6843168000202,587.9828040000378,543.4184366400104
49,412.07996700002656,531.7216871785664,612.7105732000025,484.6274861538076,549.4752265195754,511.4116200000444,722.7819562499374,659.8208771785265,780.0301061999628,570.3334503000034,521.5597546560263
